storage_id,motherboard_id,storage_type,storage_capacity,storage_form_factor,storage_interface,storage_nvme,motherboard_m2_slots,motherboard_pcie_slots,motherboard_pcie_x16_slots,motherboard_pcie_x8_slots,motherboard_pcie_x4_slots,motherboard_pcie_x1_slots,motherboard_pcie_gen3_slots,motherboard_pcie_gen4_slots,motherboard_pcie_gen5_slots,motherboard_pcie_max_gen,motherboard_form_factor,motherboard_ram_type,storage_m2_slot_ok,label
bc207a33-37e2-4bd6-89d3-5ed627020aac,e90c6283-540c-409c-a5f6-3c94cab89c72,SSD,1000.0,m.2-2280,m.2 pcie 4.0 x4,true,0,2,1,0,0,1,0,2,0,4.0,Micro ATX,DDR3,0,0
d2bfcdb0-284d-49d4-8f0f-f1269a374e0e,77d7a26d-190e-4fcf-9a7c-5c1408179de6,SSD,500.0,m.2-2280,m.2 pcie 4.0 x4,true,0,3,2,0,0,1,0,3,0,4.0,Micro ATX,DDR3,0,0
cef0a2a4-d38b-4473-97a8-faa44f31f1bb,358acbb0-099a-4b7f-af16-b3448602eb18,SSD,512.0,m.2-2280,m.2 pcie 3.0 x4,true,3,3,1,0,0,2,0,3,0,4.0,Micro ATX,DDR4,1,1
8927e339-19df-4ab9-8b49-f123ac6c7984,a202ea9d-29e7-4d96-be0e-1621f50aa25c,SSD,512.0,pcie,m.2 pcie x2,true,0,4,2,0,0,2,0,4,0,4.0,ATX,DDR3,0,0
d5335dbd-def3-4ac4-bba3-d0e46299a522,a095cfc3-79d9-4235-825b-81ee67b9a769,SSD,960.0,m.2-2280,m.2 pcie 3.0 x4,true,0,3,1,0,0,2,0,3,0,4.0,Micro ATX,DDR4,0,0
badb0796-033c-460b-aade-e26208184dbe,29c16b62-f3fc-4e0a-a393-80a4e80b39d0,SSD,250.0,m.2-2280,m.2 pcie 3.0 x4,true,4,3,1,0,2,0,0,2,1,5.0,ATX,DDR5,1,1
f39500bd-e33d-49e8-ac7f-0dcb50733c6c,f9131b7f-a952-4283-abfb-1c202aaad71c,SSD,1000.0,m.2-2280,m.2 pcie 3.0 x4,true,0,1,1,0,0,0,0,1,0,4.0,Mini ITX,DDR4,0,0
71ea0796-5c43-403b-bdd4-a335c988657a,f7dc527e-c012-45f2-ac2a-6cdedd6922a7,SSD,2000.0,m.2-2280,m.2 pcie 3.0 x4,true,2,5,4,0,0,1,0,5,0,4.0,ATX,DDR5,1,1
88a5ea11-2433-4086-9db5-f6252661823d,0a634b68-beb2-4e81-849a-f8ae980ad6f0,SSD,256.0,m.2-2280,m.2 pcie 3.0 x4,true,3,3,1,0,0,2,0,3,0,4.0,Micro ATX,DDR4,1,1
e381f01c-4f4c-4fe4-8be3-22405786bfd9,8620b544-cfcb-403f-a1bd-72b60ef1dd16,SSD,4000.0,m.2-2280,m.2 pcie 3.0 x4,true,2,3,2,0,0,1,0,3,0,4.0,Micro ATX,DDR4,1,1
0eee8dc7-1f55-4c87-a824-5991cf2f6c92,1acda638-1ae7-4dc8-bb85-8658d164c501,SSD,250.0,m.2-2280,m.2 sata,false,3,3,3,0,0,0,0,3,0,4.0,ATX,DDR4,1,1
62558c95-afbb-4fc0-9970-00932cb4bcc3,d54eab9e-e2ac-4a9a-b81f-48b7aa15ab2d,SSD,2000.0,m.2-2280,m.2 pcie 5.0 x4,true,2,2,1,0,1,0,0,1,1,5.0,Micro ATX,DDR5,1,1
4392b956-e25d-4f73-8c18-20a9afb5c4ef,cf84ea23-557d-41be-9d54-36c30548390e,SSD,4000.0,m.2-2280,m.2 pcie 4.0 x4,true,0,2,1,0,0,1,0,2,0,4.0,Micro ATX,DDR3,0,0
